17777,41.29,39.844,0,2019,10,1,1,30,4.3852,7.377e+05
17777,41.29,39.844,0,2019,10,2,0,0,4.5347,7.377e+05
17777,41.29,39.844,0,2019,10,3,0,0,4.1736,7.377e+05
17777,41.29,39.844,0,2019,10,4,0,0,4.4097,7.377e+05
17777,41.29,39.844,0,2019,10,5,0,0,4.4653,7.377e+05
17777,41.29,39.844,0,2019,10,6,0,0,5.0486,7.377e+05
17777,41.29,39.844,0,2019,10,7,0,0,5.4722,7.3771e+05
17777,41.29,39.844,0,2019,10,8,0,0,4.8264,7.3771e+05
17777,41.29,39.844,0,2019,10,9,0,0,4.5278,7.3771e+05
17777,41.29,39.844,0,2019,10,10,0,0,4.7222,7.3771e+05
17777,41.29,39.844,0,2019,10,11,0,0,5,7.3771e+05
17777,41.29,39.844,0,2019,10,12,0,0,5,7.3771e+05
17777,41.29,39.844,0,2019,10,13,0,0,5,7.3771e+05
17777,41.29,39.844,0,2019,10,14,0,0,4.8819,7.3771e+05
17777,41.29,39.844,0,2019,10,15,0,0,4.625,7.3771e+05
17777,41.29,39.844,0,2019,10,16,0,0,4.7083,7.3771e+05
17777,41.29,39.844,0,2019,10,17,0,0,4.8194,7.3772e+05
17777,41.29,39.844,0,2019,10,18,0,0,5,7.3772e+05
17777,41.29,39.844,0,2019,10,19,0,0,4.6875,7.3772e+05
17777,41.29,39.844,0,2019,10,20,0,0,4.5625,7.3772e+05
17777,41.29,39.844,0,2019,10,21,0,0,4.0972,7.3772e+05
17777,41.29,39.844,0,2019,10,22,0,0,3.1042,7.3772e+05
17777,41.29,39.844,0,2019,10,23,0,0,3.2014,7.3772e+05
17777,41.29,39.844,0,2019,10,24,0,0,3.2222,7.3772e+05
17777,41.29,39.844,0,2019,10,25,0,0,3.8889,7.3772e+05
17777,41.29,39.844,0,2019,10,26,0,0,3.8194,7.3772e+05
17777,41.29,39.844,0,2019,10,27,0,0,4.2153,7.3773e+05
17777,41.29,39.844,0,2019,10,28,0,0,3.6181,7.3773e+05
17777,41.29,39.844,0,2019,10,29,0,0,3.9097,7.3773e+05
17777,41.29,39.844,0,2019,10,30,0,0,4.4236,7.3773e+05
17777,41.29,39.844,0,2019,10,31,0,0,4.9375,7.3773e+05
17777,41.29,39.844,0,2019,11,1,0,0,3.7986,7.3773e+05
17777,41.29,39.844,0,2019,11,2,0,0,13.375,7.3773e+05
17777,41.29,39.844,0,2019,11,3,0,0,17.069,7.3773e+05
17777,41.29,39.844,0,2019,11,4,0,0,14.708,7.3773e+05
17777,41.29,39.844,0,2019,11,5,0,0,13.854,7.3773e+05
17777,41.29,39.844,0,2019,11,6,0,0,12.268,7.3774e+05
17777,41.29,39.844,0,2019,11,7,0,0,11.576,7.3774e+05
17777,41.29,39.844,0,2019,11,8,0,0,10.479,7.3774e+05
17777,41.29,39.844,0,2019,11,9,0,0,7.8681,7.3774e+05
17777,41.29,39.844,0,2019,11,10,0,0,7.3889,7.3774e+05
17777,41.29,39.844,0,2019,11,11,0,0,6.5208,7.3774e+05
17777,41.29,39.844,0,2019,11,12,0,0,5.3194,7.3774e+05
17777,41.29,39.844,0,2019,11,13,0,0,4.3542,7.3774e+05
17777,41.29,39.844,0,2019,11,14,0,0,4.1806,7.3774e+05
17777,41.29,39.844,0,2019,11,15,0,0,4.3194,7.3774e+05
17777,41.29,39.844,0,2019,11,16,0,0,3.4306,7.3775e+05
17777,41.29,39.844,0,2019,11,17,0,0,3.8889,7.3775e+05
17777,41.29,39.844,0,2019,11,18,0,0,4.3333,7.3775e+05
17777,41.29,39.844,0,2019,11,19,0,0,4.4167,7.3775e+05
17777,41.29,39.844,0,2019,11,20,0,0,4,7.3775e+05
17777,41.29,39.844,0,2019,11,21,0,0,4,7.3775e+05
17777,41.29,39.844,0,2019,11,22,0,0,4,7.3775e+05
17777,41.29,39.844,0,2019,11,23,0,0,3.9514,7.3775e+05
17777,41.29,39.844,0,2019,11,24,0,0,3.2292,7.3775e+05
17777,41.29,39.844,0,2019,11,25,0,0,3.7361,7.3775e+05
17777,41.29,39.844,0,2019,11,26,0,0,3.9444,7.3776e+05
17777,41.29,39.844,0,2019,11,27,0,0,4.8819,7.3776e+05
17777,41.29,39.844,0,2019,11,28,0,0,6.4514,7.3776e+05
17777,41.29,39.844,0,2019,11,29,0,0,8.75,7.3776e+05
17777,41.29,39.844,0,2019,11,30,0,0,12.646,7.3776e+05
17777,41.29,39.844,0,2019,12,1,0,0,16.715,7.3776e+05
17777,41.29,39.844,0,2019,12,2,0,0,19.41,7.3776e+05
17777,41.29,39.844,0,2019,12,3,0,0,34.794,7.3776e+05
17777,41.29,39.844,0,2019,12,4,0,0,46.854,7.3776e+05
17777,41.29,39.844,0,2019,12,5,0,0,52.979,7.3776e+05
17777,41.29,39.844,0,2019,12,6,0,0,58.51,7.3777e+05
17777,41.29,39.844,0,2019,12,7,0,0,57.764,7.3777e+05
17777,41.29,39.844,0,2019,12,8,0,0,53.792,7.3777e+05
17777,41.29,39.844,0,2019,12,9,0,0,52.972,7.3777e+05
17777,41.29,39.844,0,2019,12,10,0,0,50.93,7.3777e+05
